8,IPCC_annex,C_group_IM24_sh,Country_code_A3,Name,ipcc_code_2006_for_standard_report,ipcc_code_2006_for_standard_report_name,Substance,fossil_bio,Y_1970,Y_1971,Y_1972,Y_1973,Y_1974,Y_1975,Y_1976,Y_1977,Y_1978,Y_1979,Y_1980,Y_1981,Y_1982,Y_1983,Y_1984,Y_1985,Y_1986,Y_1987,Y_1988,Y_1989,Y_1990,Y_1991,Y_1992,Y_1993,Y_1994,Y_1995,Y_1996,Y_1997,Y_1998,Y_1999,Y_2000,Y_2001,Y_2002,Y_2003,Y_2004,Y_2005,Y_2006,Y_2007,Y_2008,Y_2009,Y_2010,Y_2011,Y_2012,Y_2013,Y_2014,Y_2015,Y_2016,Y_2017,Y_2018,Y_2019,Y_2020,Y_2021,Y_2022
3426,Non-Annex_I,Asia-Stan,TKM,Turkmenistan,2.A.2,Lime production,SO2,fossil,0.0195604,0.0195604,0.0196868,0.0198132,0.0198132,0.0198132,0.0206348,0.021488,0.021488,0.0218988,0.0223096,0.0227836,0.0227836,0.02686,0.02686,0.033812,0.0316,0.030968,0.033496,0.030968,0.030652,0.034128,0.029072,0.018328,0.01422,0.008532,0.006636,0.008848,0.005056,0.004424,0.005372,0.005056,0.005056,0.005056,0.005056,0.005056,0.0062877800092693,0.0062110729986096,0.0064830526803646,0.0066002162830218,0.006756434419898,0.0060143982697358,0.007342252433184,0.0074984705700602,0.0079770963511279,0.00632,0.00632,0.00632,0.00632,0.00632,0.00632,0.00632,0.00632
3427,Non-Annex_I,Asia-Stan,TKM,Turkmenistan,2.A.3,Glass Production,SO2,fossil,2.14473e-06,2.2073422e-06,2.2717086e-06,2.3373392e-06,2.4034794e-06,2.4696e-06,2.5356716e-06,2.6019392e-06,2.6685498e-06,2.7357386e-06,2.80378e-06,2.8727132e-06,2.9427244e-06,3.0143526e-06,3.0882348e-06,3.16491e-06,3.2438588e-06,3.3249636e-06,3.4095082e-06,3.4991488e-06,3.59464e-06,3.696903e-06,3.8043306e-06,3.9120816e-06,4.0135998e-06,4.1042498e-06,4.1823362e-06,4.2492702e-06,4.3073842e-06,4.3604414e-06,4.4113916e-06,4.4607248e-06,4.5081666e-06,4.5550792e-06,4.6029424e-06,4.6528832e-06,4.7055582e-06,4.7610654e-06,4.8191892e-06,4.8793808e-06,4.9411502e-06,5.0045366e-06,5.0694812e-06,5.0687361377397e-06,5.1352685955287e-06,5.2026743613413e-06,5.2549791936096e-06,5.3078098699512e-06,5.3611716769138e-06,5.4196587847488e-06,4.2905632045928e-06,4.8055420515764e-06,4.8055420515764e-06
3428,Non-Annex_I,Asia-Stan,TKM,Turkmenistan,2.B,Chemical Industry,SO2,fossil,5.5322444,5.7796544,6.1184246,6.6083458,7.2577262,7.9921426,8.4663452,8.7989654,9.2590654,9.1615286,9.3481266,9.6809726,9.4645132,9.7329552,3.201628,7.469442,12.270416,14.871276,15.164158,13.920906,14.553626,12.824686,5.471748,3.061674,1.089216,1.089278,1.462254,0.45375,0.53408,0.904602,0.72446,0.510592,0.923478,0.923478,0.923478,0.923478,0.923478,0.923478,0.923478,0.923478,0.923478,0.923478,0.923478,0.923478,0.923478,0.923478,0.923478,0.923478,0.923478,0.923478,0.923478,0.923478,0.923478
3429,Non-Annex_I,Southeastern Asia,TLS,Timor-Leste,1.A.1.a,Main Activity Electricity and Heat Production,SO2,bio,4.7389160534456e-06,4.6630447707133e-06,4.6002408353817e-06,4.4788269499092e-06,4.4488994481602e-06,5.1963017827041e-06,5.2572326393324e-06,5.2397699822465e-06,6.029397740806e-06,2.6636240019379e-05,2.6704486598953e-05,2.6936752145244e-05,2.798238413523e-05,2.8466875433186e-05,2.9249966124099e-05,3.0090052875083e-05,2.9909272890306e-05,2.9718203902657e-05,2.975998735599e-05,2.9768979756027e-05,2.9704974227071e-05,2.9665825072374e-05,2.9668071410153e-05,2.9633628302735e-05,2.8179625964136e-05,4.4526322906961e-05,4.2219216961199e-05,2.9919321331218e-05,2.9114163040418e-05,,,8.2296459172411e-05,9.8174091078087e-05,0.00019464821886391,0.00019030949426913,0.0001888218627847,0.00018755761367242,0.00018697515495748,0.00018494215219463,0.00018055633847615,0.00018689290182904,0.00018954666507646,0.00020158088050906,0.00023485803493818,0.00022154031981478,0.00015206411212962,0.00015061412477895,0.00013366384401341,0.00012994430386784,0.00014141582400567,9.9004992772189e-05,9.0675169239938e-05,8.3380622793023e-05
3430,Non-Annex_I,Southeastern Asia,TLS,Timor-Leste,1.A.2,Manufacturing Industries and Construction,SO2,bio,,,,,,,,,,3.1896748794176e-05,,0.00012902644155222,0.00021431730746329,0.00055950291706687,0.00056955147840743,0.00051764823145641,0.00019412980423626,0.00040950035205101,0.00023191804100077,0.0005121247140024,0.0033625228590181,0.0034640247593136,0.0033776643039796,0.0033500894603968,0.0032904839764214,0.005316169049729,0.0049928262278796,0.004918747559623,0.0048255845043867,0.0048897181411646,0.021595812651826,0.019574115276794,0.019917502097163,0.018008818880391,0.01760310914433,0.01615712221484,0.015934842936928,0.013860522868976,0.012689680152901,0.011295071557588,0.010159439872143,0.010314159739826,0.0096161130532665,0.0052440661676975,0.0057814789889553,0.0056766167395103,0.0044024712501619,0.0047381825738512,0.0042267857016874,0.0042239714262416,0.0028940562446424,0.0027646119032489,0.0027646119032489
3431,Non-Annex_I,Southeastern Asia,TLS,Timor-Leste,1.A.4,Residential and other sectors,SO2,bio,0.023454688922654,0.023079173232023,0.023113555090504,0.022914625573611,0.023083185329582,0.023482374761081,0.024163937584857,0.02436333106905,0.024949144601309,0.025366660431732,0.025768743238166,0.026103883051627,0.02637714083799,0.026936731027721,0.026848608337821,0.027977531287977,0.028250035425948,0.028358256087156,0.028531593797555,0.028586503825514,0.029215691994559,0.029350290592507,0.029470027979093,0.02978795032805,0.028566680227873,0.045440352995961,0.050869333606056,0.04957979443668,0.048665772459477,0.048099373837566,0.047475173659218,0.045557950955902,0.044448228129001,0.042789692794645,0.041081729433205,0.039344715776581,0.037761303308588,0.036142955266886,0.03458242863685,0.033095068288777,0.031698330214294,0.030354111160932,0.029058328222773,0.030744338797584,0.029409547788524,0.02809266439101,0.026890455797005,0.025644840219057,0.024463056381034,0.023903271951629,0.022843952113841,0.02182239602236,0.02182239602236
3432,Non-Annex_I,Southeastern Asia,TLS,Timor-Leste,1.A.5,Non-Specified,SO2,bio,,,,,,,,,,,,,,,,,,1.6967933101892e-05,1.6253016350458e-05,1.5518930727346e-05,1.6206764905992e-05,1.7803946029932e-05,1.7805294169634e-05,2.0694834196277e-05,2.1063131730678e-05,3.3281627160901e-05,3.1557158691587e-05,3.2507690525454e-05,3.1632876680194e-05,4.3954602077982e-05,4.815646414881e-05,4.8676491512112e-05,4.7353566756011e-05,4.4964125599065e-05,4.5254389882108e-05,4.3206276762202e-05,4.1162341799797e-05,4.1252717551741e-05,3.9905455561557e-05,4.4439042993224e-05,1.6895792237059e-05,1.6887485670489e-05,1.6098061237637e-05,1.5494083883329e-05,1.4710974206362e-05,1.3996853678897e-05,1.3594285453717e-05,9.9611336731498e-06,9.4858278606888e-06,8.996656997132e-06,8.7745591012991e-06,8.3839765358975e-06,8.3839765358975e-06
3433,Non-Annex_I,Southeastern Asia,TLS,Timor-Leste,3.C.1,Emissions from biomass burning,SO2,bio,0.02630612402559,0.026976641627032,0.028994439605594,0.029850227830403,0.030324707065765,0.031418239477446,0.032448993837627,0.035158151952305,0.037067724734615,0.03773705221234,0.03853031454588,0.039671145768456,0.04015757334495,0.040915418628828,0.046103577861818,0.044685150449647,0.044992340140812,0.047530800144765,0.044134900592712,0.040592235613754,0.044481685652812,0.05178184020337,0.051594062032681,0.051864147367496,0.049713403179177,0.051301686048326,0.050858462139246,0.04485298817071,0.035250335151093,0.038867373886915,0.043329607524645,0.049860918888669,0.05373786447625,0.055131753671331,0.048677275060506,0.057486971793362,0.059853656006113,0.053829420998847,0.060061037390084,0.066368427317238,0.062866194882698,0.049420668378959,0.054803980592051,0.049871357414045,0.050304801109698,0.050062944881976,0.042831763853176,0.041732399034083,0.042072290273926,0.039401578027439,0.038433745177294,0.036107905236357,0.034095011924135
3434,Non-Annex_I,Southeastern Asia,TLS,Timor-Leste,1.A.1.a,Main Activity Electricity and Heat Production,SO2,fossil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.249374095587,1.232090080652,1.1902609319676,1.097489895705,1.0179216336828,0.98895966360312,0.99755802370247,0.92592289361517,0.89439432954236,1.1366046265405,1.8904226134846,2.4188153585676,2.2922913427285,2.3811460404607,2.2656276991553,2.4101122687678,2.490807124987,1.9339899438652,2.0180764631636,2.051711070883
3435,Non-Annex_I,Southeastern Asia,TLS,Timor-Leste,1.A.2,Manufacturing Industries and Construction,SO2,fossil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14817332794764,0.16860813165473,0.16595265384923,0.16446313820964,0.18571925596264,0.18371429485362,0.16525562777733,0.17799869155533,0.17800665461402,0.19610157235267,0.34956737117512,0.39512150667134,0.35523366892452,0.36141407721787,0.3815929356643,0.4154545117239,0.44595606048216,0.34626248483921,0.3613173754844,0.36733933174247
3436,Non-Annex_I,Southeastern Asia,TLS,Timor-Leste,1.A.3.a,Civil Aviation,SO2,fossil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0018525493812172,0.0018271760062815,0.0032015173546069,0.0031315211526011,0.0033111439574458,0.0037610169350249,0.0048490315667379,0.0071767204460512,0.011398087742999,0.0072253380179903,0.0097812299685809,0.011007903078304,0.006177584720193,0.0051400436776606,0.010714293004428,0.0093156401330151,0.0045561745573332,0.0035376584681198,0.0031850679231245,0.0043544932306923
3437,Non-Annex_I,Southeastern Asia,TLS,Timor-Leste,1.A.3.b_noRES,Road Transportation no resuspension,SO2,fossil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0071372586995153,0.0071880897061135,0.0021631634587193,0.0021667507316759,0.0020267212019511,0.0023749227144032,0.0013850625400743,0.0013891078486849,0.00094320383767804,0.0012064931301389,0.0014213867447514,0.00081352184043077,0.00095723346998417,0.00070547644673401,0.00070757094765834,0.00071059906185686,0.00081954337119492,0.00063633583427066,0.00066400260967374,0.00067506931983496
3438,Non-Annex_I,Southeastern Asia,TLS,Timor-Leste,1.A.3.d,Water-borne Navigation,SO2,fossil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14677195208486,0.16154042457541,0.15969401294766,0.15883115386442,0.11965227911319,0.12607158114335,0.11063295719133,0.10517383875097,0.10417346682582,0.13018634588475,0.17488885696057,0.21525522486653,0.19466768943438,0.23401228855639,0.23920996273131,0.23779810234457,0.26476770905167,0.065426177540461,0.095038968478116,0.10343652657263
3439,Non-Annex_I,Southeastern Asia,TLS,Timor-Leste,1.A.3.e,Other Transportation,SO2,fossil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016915672359015,0.016931284380295,0.017048802663853,0.015982679669319,0.017356642850162,0.018345210460234,0.0179627137299,0.019596456588952,0.020674684994473,0.031662044977486,0.062130876879208,0.068903134397991,0.059385805715288,0.071454998419265,0.072933737563919,0.070659845494312,0.064419179055574,0.05001882739299,0.052193559018772,0.053063451669085
3440,Non-Annex_I,Southeastern Asia,TLS,Timor-Leste,1.A.4,Residential and other sectors,SO2,fossil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0226014651859,0.021098317397232,0.017589833392281,0.016401959112812,0.023169943306156,0.023283301601883,0.027541214257395,0.030638478890063,0.038056104687497,0.045624707716442,0.098577733467241,0.13196330177039,0.15167646059537,0.16009415410258,0.14812965315965,0.14095274759877,0.15469053215195,0.16112053035267,0.16812577080279,0.17092786698283
3441,Non-Annex_I,Southeastern Asia,TLS,Timor-Leste,1.A.5,Non-Specified,SO2,fossil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0038079646844895,0.0049885361916363,0.0042614287215857,0.0054070302521572,0.0042251470530809,0.0042392335053261,0.10527720562414,0.038191395120867,0.050935610447662,0.058804081822893,0.063588170256476,0.076149348707367,0.16247128338023,0.16120203850975,0.14637526712652,0.051427263533853,0.033452141286448,0.025973924777723,0.027103225855014,0.027554946285932
3442,Non-Annex_I,Southeastern Asia,TLS,Timor-Leste,1.B.2,Oil and Natural Gas,SO2,fossil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003354,0.0008643,0.0012108,0.0006549,0.0005553,0.0005268,0.0017751,0.0008001,0.0007569,0.0005781,0.0004605,0.000522,0.0003933,0.0005184,0.001660271913555,0.0014789800096987,0.0010380853560111,0.00089596175387927,0.00074045478033993,0.0007759050754652,0.00065763675277154,0.0003925842775941,0.00033162853904065,0.0002667303825147,0.00033395174634984
3443,Non-Annex_I,Southeastern Asia,TLS,Timor-Leste,2.A.3,Glass Production,SO2,fossil,5.9068226e-07,6.0613784e-07,6.23378e-07,6.3897666e-07,6.4829744e-07,6.4840132e-07,6.374802e-07,6.1754798e-07,5.941691e-07,5.7514828e-07,5.660284e-07,5.6894488e-07,5.8205826e-07,6.0209142e-07,6.239366e-07,6.4387764e-07,6.6064544e-07,6.753866e-07,6.8962208e-07,7.0579404e-07,7.2542638e-07,7.4958632e-07,7.7698908e-07,8.0406158e-07,8.2589696e-07,8.3931022e-07,8.4230608e-07,8.3678966e-07,8.2820388e-07,8.2424174e-07,8.302413e-07,8.4853104e-07,8.7694026e-07,9.1084238e-07,9.4338132e-07,9.6970706e-07,9.882222e-07,1.0008152e-06,1.0102918e-06,1.0209934e-06,1.0359776e-06,1.056048e-06,1.0800384e-06,1.0765072317239e-06,1.1045737934967e-06,1.1333721031541e-06,1.152851003785e-06,1.1726646819957e-06,1.1928188915005e-06,1.2160812234558e-06,1.2383827094476e-06,1.2610931782178e-06,1.2842201300249e-06
3444,Non-Annex_I,Southeastern Asia,TLS,Timor-Leste,4.C,Incineration and Open Burning of Waste,SO2,fossil,0.0004653784,0.0004901916,0.000517055,0.0005432911,0.000564944,0.0005791373,0.0005851723,0.0005826835,0.0005761623,0.0005727266,0.0005779966,0.0005960608,0.0006246106,0.0006610178,0.0007004017,0.0007389033,0.0007766093,0.0008130437,0.0008498538,0.0008899313,0.0009353094,0.0009396138,0.0009637317,0.0009859371,0.001006145,0.0010036035,0.000998988,0.0009891144,0.0009691037,0.0009567685,0.0009648622,0.0009846451,0.0010248688,0.0010867777,0.0011574212,0.0012315531,0.0012663912,0.0013210683,0.0013757454,0.0014303256,0.0014849075,0.0015394877,0.0015940696,0.0015940696,0.0015940696,0.0015940696,0.0015940696,0.0016487603,0.0017044863,0.0017616981,0.0018207986,0.0018661444,0.0019126195075344
3445,Non-Annex_I,Oceania,TON,Tonga,1.A.1.a,Main Activity Electricity and Heat Production,SO2,bio,4.1100561646295e-08,4.0840669833821e-08,4.1530956896967e-08,4.1722950915211e-08,4.1124280613245e-08,5.5925685388831e-08,4.9234138409961e-08,4.902350740591e-08,5.6926098294313e-08,2.537582745746e-07,2.5104833489871e-07,2.5008461749909e-07,2.5878644025661e-07,2.6262748961637e-07,2.684061961327e-07,2.7232897357847e-07,2.724401031261e-07,2.7377125780994e-07,2.8151158668206e-07,2.8520857789893e-07,2.8966788330896e-07,2.8875287424959e-07,2.8877473902122e-07,2.8710781746594e-07,2.8667234386054e-07,4.7586326777278e-07,4.776707468129e-07,2.5867673652381e-07,2.5233335874639e-07,,,1.0517516140316e-06,1.2984973632394e-06,2.6646789228061e-06,2.6980398706729e-06,2.7713019613391e-06,2.8536279132207e-06,2.9434352307226e-06,3.0204944919301e-06,3.0613695973358e-06,3.298736748097e-06,3.4727024529739e-06,6.1431189763328e-06,1.143093245038e-05,6.915242063282e-06,5.4585426926428e-06,5.7561623880809e-06,3.584627233774e-06,4.0743143105276e-06,4.9944145459563e-06,3.6939905033513e-06,3.8165841254491e-06,3.8950155184003e-06
3446,Non-Annex_I,Oceania,TON,Tonga,1.A.2,Manufacturing Industries and Construction,SO2,bio,,,,,,,,,,3.0387411784323e-07,,1.1978997359767e-06,1.9820474487011e-06,5.1618185805882e-06,5.2263700126184e-06,4.68495725589e-06,1.7683059056617e-06,3.7724159515777e-06,2.1938052231457e-06,4.9065289635246e-06,3.2789622091715e-05,3.3717151074792e-05,3.2876559935379e-05,3.2457614149173e-05,3.3474211302762e-05,5.681514688115e-05,5.6489134679359e-05,4.2526551736324e-05,4.1823491343921e-05,1.3747103126878e-05,0.00026682066483595,0.00025015787486651,0.00026343838452154,0.00024653562398513,0.00024956132904248,0.00023713495790812,0.00024289928070514,0.00021937898514969,0.00020869109045717,0.0001930581174302,0.00018052278314324,0.00019040919406462,0.0001845785004744,0.00010469196572655,0.0001200861745318,0.00012271932073627,9.89111899504e-05,0.00011083998032065,0.00010294798623931,0.00010716701269769,7.6525436052808e-05,7.6115211980401e-05,7.6115211980401e-05
3447,Non-Annex_I,Oceania,TON,Tonga,1.A.4,Residential and other sectors,SO2,bio,0.0003013842165938,0.00029618485741535,0.0003056705688512,0.0003148869800694,0.00031635798946737,0.00037751267282229,0.0003327790865321,0.00033346917918187,0.00034280795105429,0.0003502077879656,0.00035595908077338,0.00035178338768817,0.00035202752689582,0.00035634556365609,0.00035080410068527,0.00036590606303557,0.00037135686608559,0.00037723539235029,0.00039309906753821,0.00039979292449958,0.00041708685378775,0.0004160694526391,0.00042091358163109,0.00042887314410827,0.00042209140853527,0.00065650281348596,0.00077564380903403,0.00063637470680511,0.00063226732934275,0.00034646365809879,0.00081159404767498,0.00080769804813508,0.00082291944370817,0.00081314292442422,0.00080946057370664,0.00080785103254365,0.00081620714888619,0.00081119647602493,0.00080836279169487,0.00080484133595117,0.0007855840332588,0.00079853585080859,0.00080182504880912,0.00086057414556186,0.00086046791880109,0.00085838650409994,0.00085379328066566,0.00085162052204082,0.00079471232205125,0.00076040358876137,0.00076510752361923,0.00076187009434632,0.00076187009434632
3448,Non-Annex_I,Oceania,TON,Tonga,1.A.5,Non-Specified,SO2,bio,,,,,,,,,,,,,,,,,,1.563126897896e-07,1.5374376226897e-07,1.4868269586438e-07,1.5804017366649e-07,1.7329504831183e-07,1.7330817045534e-07,2.0050358390856e-07,2.1427599322864e-07,3.5568856405849e-07,3.5703958160468e-07,2.8105528210215e-07,2.7416312838678e-07,3.2669621612459e-06,4.0676466048784e-06,4.3798513044174e-06,4.2871613837064e-06,4.1570438075369e-06,7.4595978018322e-06,3.9444209670707e-06,4.0257684837731e-06,3.9468683376628e-06,3.9299000774408e-06,7.2411986933819e-06,9.1231316557282e-06,3.2521306004184e-06,3.2780834615405e-06,3.2060065129179e-06,2.554270133702e-06,2.8855965292115e-06,2.8579828024545e-06,2.7407674801976e-06,2.1420236159757e-06,1.6751831631889e-06,1.7463684423304e-06,1.7451306410572e-06,1.7451306410572e-06
3449,Non-Annex_I,Oceania,TON,Tonga,3.C.1,Emissions from biomass burning,SO2,bio,0.00086037116741053,0.00088727819855093,0.00090547417848392,0.00091930151067893,0.0009340825655335,0.00095194053316088,0.00096000322381023,0.00092608091379127,0.00089123688382843,0.00087221685312677,0.00086369199222904,0.00081101707153212,0.00075007557978037,0.00072535726243593,0.00066905069291806,0.00062291455284638,0.0005603136887754,0.0005057891379554,0.00045596445813618,0.00044404229664542,0.00044389437435709,0.000271751368392,0.0003321141236221,0.00039998233265605,0.00035634277815439,0.00029661734149735,0.00026702302727814,0.00023919285678835,0.00023323263963395,0.00020860033842546,0.00023070127475415,0.00024871585831529,0.00024299243143346,0.00023115342225889,0.00023185490773126,0.00023375175077215,0.00023751781182448,0.00024657217125048,0.00023939978480406,0.00023585162465492,0.00023212843543299,0.00022889420361648,0.00022551170398159,0.00023272340025864,0.00023408285796826,0.0002318500085354,0.00023851980147509,0.00023825849857338,0.00023890669917603,0.00023832202655409,0.00023901139989133,0.00024044367816251,0.00024188849290713
3450,Non-Annex_I,Oceania,TON,Tonga,1.A.1.a,Main Activity Electricity and Heat Production,SO2,fossil,0.021345339090347,0.021345339090347,0.051567977403304,0.081320723382505,0.095909270443475,0.098926635129795,0.11081318322506,0.19089681891869,0.12335683532177,0.13629204642106,0.14295047007089,0.2141939052979,0.22143586565167,0.22355737151459,0.21193187319703,0.25541600638368,0.15693098871015,0.37426799270592,0.46719959803168,0.49806444160027,0.48454067894393,0.48664463011186,0.49409847175569,0.51349900691059,0.45483036258162,0.48431540977873,0.57841720181034,0.63900448727451,0.81713791135326,0.75531548323718,0.6615820694617,0.67232551263717,0.78029104869168,0.95832836542588,0.80341757138363,0.82155300248507,0.84239918847391,0.63770955242665,0.61257195990049,0.60382649409824,0.48962033515535,0.43074036502036,0.46013958701659,0.48620431950495,0.59285869919927,0.59923317083909,0.66415448810276,0.74722661779803,0.68762211336156,0.8211630334527,0.63759296829331,0.66531440169738,0.67640297505898
3451,Non-Annex_I,Oceania,TON,Tonga,1.A.2,Manufacturing Industries and Construction,SO2,fossil,0.0043427861464539,0.0042642201627606,0.0052361088689738,0.0049356066140587,0.0057624745311825,0.0049391578629194,0.004720778722586,0.0086650890773389,0.0080980978676808,0.010954839117167,0.0082113526867013,0.027216210348693,0.016632692654511,0.014212356829925,0.01239552144587,0.016139193710071,0.0084169523634495,0.020188327637109,0.023805104016558,0.026101766283859,0.02748329782726,0.028569718791889,0.031031266030547,0.030606186025827,0.069949144801713,0.067257142575979,0.075616076073141,0.07535940200209,0.078666083531236,0.094118573930036,0.10372841199141,0.086015055625567,0.099175263479592,0.11365587270725,0.10994548026706,0.11454538864417,0.12623680154492,0.11634976571669,0.11379455583679,0.10002999723307,0.094124229584885,0.085728015990139,0.079389168765138,0.089906439232673,0.096845433712457,0.092862453323698,0.10080640891783,0.12585315707359,0.11853211697198,0.14702167331164,0.11415495009039,0.11911820878998,0.12110351226981
3452,Non-Annex_I,Oceania,TON,Tonga,1.A.3.a,Civil Aviation,SO2,fossil,0.00040472055568376,0.00040492776767956,0.00050286853484514,0.00042958487969354,0.00027951991684996,0.00025846193110471,0.00025165905492794,0.00029371555306346,0.00024118179721522,0.00031852042851964,0.00037115341326127,0.00060598741689011,0.00057800553135167,0.00076614789563901,0.00091094371492643,0.0013386214991258,0.00051370208705911,0.0015868552605732,0.0020554874877388,0.0025594788838612,0.0026168586199937,0.0026455348576208,0.0025879649589055,0.0025688868206889,0.0032496248893203,0.0032129321526755,0.0047241909960355,0.0044314209589409,0.0042561503945039,0.0036839722477856,0.0036143717345615,0.0024798989885611,0.0013096322059909,0.0014209920204392,0.0011914594009881,0.002209781170283,0.0024036584646143,0.0020743719960872,0.002329613228828,0.0029351412761413,0.0037949901599176,0.0054893197695757,0.0029250840389175,0.0025156683097591,0.0026980691505859,0.0016148966804552,0.0014336722819831,0.0035336807220272,0.002657818160004,0.0015020681781852,0.0011662863970164,0.0010500452278785,0.0014355784388524
3453,Non-Annex_I,Oceania,TON,Tonga,1.A.3.b_noRES,Road Transportation no resuspension,SO2,fossil,0.0040243657413298,0.0040243657413297,0.0042997751518102,0.0042054766958178,0.0044332477921805,0.0052768022814316,0.004687053781422,0.0051109078907492,0.00559651726458,0.0059462098205356,0.005907279847077,0.009345951558273,0.0097520661742317,0.0091580759481768,0.0086299195042421,0.009219630951303,0.0049888520580256,0.012307636269837,0.014976091224305,0.017162355045008,0.016053150365954,0.017213341779707,0.018057554740744,0.017886560606373,0.025153514152559,0.0082513444594699,0.0095030543180344,0.0095477705686627,0.0096713659792928,0.0089180977881275,0.0046204834903185,0.0041939530598518,0.0044774739465038,0.0051778430509091,0.0043874064783167,0.00095020481034054,0.001126937941109,0.00093714798390253,0.0012297717618464,0.00047811567847347,0.00045692191377093,0.00034485491265871,0.00039773462973337,0.00032539956902889,0.00022038580936203,0.0002165217158499,0.00021417356786816,0.00024722146411913,0.00020835481149981,0.00027780348142742,0.00021570099069011,0.00022507929463316,0.00022883061621037
3454,Non-Annex_I,Oceania,TON,Tonga,1.A.3.d,Water-borne Navigation,SO2,fossil,0.0023092562850925,0.0023092562850925,0.0027130740350167,0.0026777705708129,0.0032658454635972,0.0099542298912892,0.006418040712742,0.0079902684263937,0.0075864506764696,0.0081745255692539,0.0073668900694056,0.014213585073402,0.014230806178099,0.013628192542163,0.018253953025721,0.025692425464744,0.014679602194245,0.031723841165795,0.045564294077943,0.03576985801388,0.059151650963319,0.060752757387952,0.064164581715943,0.053985168878171,0.099013456557736,0.095845105039677,0.1083134222981,0.12606831932704,0.12776996690459,0.13407900074276,0.10065311160363,0.09259270784207,0.10490225348645,0.11258095187715,0.10533679122225,0.11022549114433,0.12191386512384,0.07495999577496,0.078090056036629,0.066966641624134,0.055615052326624,0.050169948135682,0.052704247397741,0.044980269004913,0.05275968343685,0.050888530015923,0.065271221955735,0.078893832142833,0.067845484132212,0.087287952946709,0.021569538597878,0.031332205158189,0.034100690730565
3455,Non-Annex_I,Oceania,TON,Tonga,1.A.3.e,Other Transportation,SO2,fossil,,,,,,,,,,,,,,,,,,,,,,,,0.0018654694085055,0.002586241147644,0.0025402275726531,0.0026317729191563,0.0025593450481548,0.0023446475944694,0.0020209253688934,0.001347332782821,0.0012918040471985,0.0019788596988623,0.0023637661462224,0.002009547066423,0.0021415289457763,0.0022448344527688,0.0019772679025812,0.0020666131711274,0.0019759730522902,0.0018882221008607,0.0018106308155662,0.0025586915560871,0.0061844196280627,0.0058175917391713,0.0054064731787858,0.0064186426940051,0.0078123230779622,0.0061037281456932,0.004005308103252,0.0031100839727959,0.0032453050150915,0.0032993934320096
3456,Non-Annex_I,Oceania,TON,Tonga,1.A.4,Residential and other sectors,SO2,fossil,0.0026479639874993,0.0026451068446924,0.002331290912975,0.0025346166843592,0.0029973715227572,0.004442772461333,0.0041383105934093,0.0048841397154433,0.0043517660049457,0.0047520993573889,0.0059408221595607,0.0068453196929109,0.0063160304317145,0.0055272036908019,0.0049403473547004,0.0065292051826554,0.005163421950226,0.010884837206085,0.013031818895979,0.014173823919849,0.021492090810722,0.017228785040091,0.016632424453542,0.015525397642666,0.020257936778585,0.014637897434313,0.016092617490822,0.018194042586362,0.018413970495422,0.017195749388569,0.0068791036494717,0.0062708657641979,0.0064394005059138,0.0076420343514075,0.0068228735345507,0.0067966028794832,0.0070796064339477,0.011842172122178,0.0122192336061,0.012996455785185,0.012713390279584,0.014633663314159,0.014365624853685,0.019053107320384,0.023648441958161,0.028395270695798,0.032012025364471,0.035612303939061,0.029631535960172,0.037575648963017,0.035887812556093,0.037448152232445,0.038072288102985
3457,Non-Annex_I,Oceania,TON,Tonga,1.A.5,Non-Specified,SO2,fossil,0.02095549226791,0.02095549226791,0.018589551802098,0.024552027309197,0.034751417420147,0.020170715800347,0.019290152737625,0.010713856624225,0.01594866531786,0.016297875345336,0.02006918239424,0.022208603284723,0.021886433574487,0.022590369986469,0.016569223456454,0.015788639857002,0.0054539656938789,0.018293528251528,0.026186902852318,0.0401837443967,0.039255622495498,0.044691236753226,0.035178462544083,0.026720602356044,0.073093669645681,0.047901544855834,0.045303422632082,0.065452624189084,0.059568252964488,0.065686572236954,0.0061294799733702,0.0075060008867743,0.0068114986356137,0.0080106370742806,0.0083241482205033,0.008850478763066,0.01195426292077,0.0082203103680389,0.0090512184106949,0.066016776392663,0.024952851586453,0.028844743908995,0.028835250059322,0.021917682810097,0.024653403824669,0.046404046262207,0.049111819705347,0.053396456076247,0.021110920744401,0.018192217411557,0.014125438983266,0.014739588504278,0.014985248312682
