,Content:,Emissions by country and main source category,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60
0,Compound:,SO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Start year:,1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,End year:,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Unit:,Gg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,"Reference: European Commission, Joint Research Centre (EC-JRC). Emissions Database for Global Atmospheric Research (EDGAR), release EDGAR v8.1 (1970 - 2022) of August 2024.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Users of the data are obliged to acknowledge the source of the data with a reference to the EDGARv8.1 air pollutant website,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Data download:,https://edgar.jrc.ec.europa.eu/dataset_ap81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,IPCC_annex,C_group_IM24_sh,Country_code_A3,Name,ipcc_code_2006_for_standard_report,ipcc_code_2006_for_standard_report_name,Substance,fossil_bio,Y_1970,Y_1971,Y_1972,Y_1973,Y_1974,Y_1975,Y_1976,Y_1977,Y_1978,Y_1979,Y_1980,Y_1981,Y_1982,Y_1983,Y_1984,Y_1985,Y_1986,Y_1987,Y_1988,Y_1989,Y_1990,Y_1991,Y_1992,Y_1993,Y_1994,Y_1995,Y_1996,Y_1997,Y_1998,Y_1999,Y_2000,Y_2001,Y_2002,Y_2003,Y_2004,Y_2005,Y_2006,Y_2007,Y_2008,Y_2009,Y_2010,Y_2011,Y_2012,Y_2013,Y_2014,Y_2015,Y_2016,Y_2017,Y_2018,Y_2019,Y_2020,Y_2021,Y_2022
9,Non-Annex_I,Rest Central America,ABW,Aruba,1.A.1.a,Main Activity Electricity and Heat Production,SO2,bio,,,,,,,,,,,,,,,,,,,,,5.7914309617562e-05,6.0441280336365e-05,5.5977082981465e-05,5.5613367829138e-05,4.951244813278e-05,5.1752729791526e-05,5.6813485870974e-05,5.7730992716262e-05,7.8566460380741e-05,7.918805011341e-05,9.5376475719686e-05,9.7451038962787e-05,0.00010255767581688,9.5362254476124e-05,0.0001158840191117,8.6595527913704e-05,8.7321652258156e-05,8.7222063291638e-05,8.1219360752526e-05,9.011628699591e-05,9.8462685621282e-05,9.2446252178965e-05,9.9858655283476e-05,0.00020204259250705,0.00021541046306025,0.00024845491167633,0.0002090686238363,0.00022947117901036,0.00030344992908466,0.00034761169457169,0.00033648948587965,0.00034917192841079,0.00034917192841079
10,Non-Annex_I,Rest Central America,ABW,Aruba,1.A.2,Manufacturing Industries and Construction,SO2,bio,0.0047821485328051,0.0044801885447642,0.0034138725210015,0.0037849597271359,0.0034491087691164,0.0029699653789974,0.0025706118150965,0.0027608817627971,0.0025412299301915,0.0025636796718866,0.0024906326700701,0.0022023504162492,0.0023029748075486,0.0018440676174051,0.0016642364984497,0.0016864588723109,0.0018917270428223,0.0015690622266288,0.0014815041170714,0.0013736978237512,0.0012232023781899,0.0012345064510888,0.0010414086307611,0.0010000083194255,0.00094083672836051,0.00091222353216584,0.00091522802556696,0.00095403682789099,0.00069849538290376,0.00071618645111202,0.00086057563929323,0.00071874994798453,0.00073550240139323,0.00074851782803487,0.00074887544999712,0.00077275917755744,0.00076664936411263,0.00058373515369135,0.00049917960804437,0.00051020882184793,0.00056363804174048,0.0013480385822196,0.0013729057773805,0.00061545015937543,0.00064753541244907,0.00063952498195648,0.00083825901004701,0.0012712380105814,0.0011287569773987,0.0010183790614963,0.00098579418552201,0.0010229492189779,0.0010229492189779
11,Non-Annex_I,Rest Central America,ABW,Aruba,1.A.3.b_noRES,Road Transportation no resuspension,SO2,bio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1323676002206e-06,,,2.184713391485e-06,1.6942376821895e-07,4.8170366648037e-07,5.8391910007273e-07,4.9388719676814e-07,5.5688301268245e-07,5.3924418422644e-07
12,Non-Annex_I,Rest Central America,ABW,Aruba,1.A.4,Residential and other sectors,SO2,bio,0.0002620317638583,0.00025160277054038,0.00025130598044731,0.00025023315471339,0.00024924208290584,0.00023269059953368,0.00022042209941035,0.00021352203450237,0.0002108014079344,0.00020076336370778,0.00022003074392312,0.00023171104583714,0.00023413559980396,0.00020896462606494,0.00021526369581868,0.00023161608000919,0.00024042108783951,0.00021669630487322,0.00020831953457314,0.00021866793036327,0.00042341604842347,0.00041643658837586,0.00041110469230574,0.00040419985300213,0.00038856706943684,0.00039185716456147,0.00039248697521537,0.0003972972652447,0.00042560428796548,0.00043351001508197,0.00037488769483988,0.00036277930718566,0.00038893261899683,0.00039718977993206,0.00039299025547783,0.00040276955759812,0.00039733903779892,0.00034064482778296,0.00040172715358217,0.0006324358665268,0.00061093878833155,0.0011353620913657,0.0012624491772957,0.0012721960796061,0.0017603580182968,0.0015455580634554,0.0019149866474775,0.0017878622211372,0.0017744167311012,0.0011839538864973,0.0019828404388833,0.0020035806874067,0.0020035806874067
13,Non-Annex_I,Rest Central America,ABW,Aruba,1.A.5,Non-Specified,SO2,bio,2.0636728442888e-05,2.0184819903645e-05,2.0415801865466e-05,2.310671083098e-05,2.3238903730571e-05,2.3021664658263e-05,1.984843328718e-05,1.9315704419086e-05,1.9389556392727e-05,1.8405637333435e-05,1.8042137248311e-05,1.8171589568857e-05,1.7885170435179e-05,1.6438808945953e-05,2.6757158754072e-05,2.9808465982914e-05,3.0471395676752e-05,3.0120957081762e-05,2.7530973900585e-05,2.5901569540105e-05,0.00011484758308319,0.00011458543885938,0.00011304594236696,0.00010814978738582,0.00011346742441178,0.00011359337096788,0.00011253836865594,0.00010939391797424,0.0001136059311274,0.00012485786993403,0.00016920116408946,0.00019870167512775,0.00018228591289032,0.00022138225904356,0.00024006938081701,0.00024427002953556,0.00026567017391785,0.00031264135201723,0.00028115707826705,0.00042703687612825,0.00046218881332902,0.00040826245600273,0.00043758915697273,0.00044009568667618,0.00024174533395486,0.00036414191047819,0.00026073344564789,0.00028017400205114,0.00029213781624754,0.0001935243314553,0.00032223327130939,0.00032468708946887,0.00032468708946887
14,Non-Annex_I,Rest Central America,ABW,Aruba,1.A.1.a,Main Activity Electricity and Heat Production,SO2,fossil,0.27448512542792,0.31458585484544,0.40281614252261,0.46675262820924,0.42763610708251,0.63744455150326,0.63755944853229,0.71656705658269,0.82853691460592,0.84207334976288,0.88117484565685,0.90153131005935,0.89746457628373,0.8538221513455,0.97840676143285,1.0698824949885,1.1602322394584,1.328267183653,1.4679587721226,1.8561301932421,1.6568764194869,1.8491246926168,2.1013139401746,2.0936761183669,2.3243133156188,2.5392044895283,1.6925588690675,2.7086047157374,2.7021962852973,2.6999253142866,2.1380335918318,2.1467015407778,2.1451794600807,2.6300470207917,2.734301270156,3.0984908825821,3.3818814479237,3.813517569219,3.8186476817901,4.0602111456999,3.9361351530172,2.126036244953,2.8424440493539,3.0603358096165,3.1108691963299,3.2416012901938,3.3789683468357,3.1069576165562,3.2354677964274,3.7576486107781,3.1856496447874,3.0698078395224,3.1580317880329
15,Non-Annex_I,Rest Central America,ABW,Aruba,1.A.2,Manufacturing Industries and Construction,SO2,fossil,0.0016617373575601,0.0019045078174696,0.002394379698121,0.0023386960260943,0.0028784287914335,0.0035901145357408,0.0042609419718064,0.0047865295534703,0.0053638182193205,0.005362909862233,0.0072684249832727,0.0092298195402921,0.0076823423392145,0.0098763543924068,0.010977242596695,0.012241954906726,0.02114112339882,0.021617070659376,0.020537688625572,0.035818059212077,0.080312646426071,0.084271416737088,0.078564085947211,0.072785150835556,0.079936735142156,0.092771448901415,0.059121818378797,0.088265809783258,0.08884141207829,0.094095608336682,0.060561293190558,0.070650030308934,0.17646708431355,0.17211654929792,0.16268576769249,0.14484546951049,0.13366442059003,0.11931104236653,0.088126648029398,0.11757999523516,0.11483956749109,0.098182638039883,0.16025481393462,0.20172954092597,0.22244974522885,0.21395741779089,0.20760925819926,0.18395582694596,0.19321333713772,0.22435402219794,0.190213979362,0.1832971073852,0.190213979362
16,Non-Annex_I,Rest Central America,ABW,Aruba,1.A.3.a,Civil Aviation,SO2,fossil,0.00025460482060172,0.00029195054819417,0.00017241902202478,0.00020356264264635,0.00028196462731571,0.00028693160074285,0.00034867477570536,0.00035942324800497,0.00042913785516248,0.00042993263496111,0.00046694883514552,0.00051677078572676,0.00055161225222861,0.00053826904059279,0.00051167524215208,0.00084352559013759,0.00087901901951882,0.0010792085413175,0.00108198280673,0.0019074989256673,0.00051954611039611,0.00068416096390896,0.00087296665395861,0.00084019706933789,0.00082513500700042,0.00097107082687686,0.00065742273105233,0.0010327243736993,0.00046763383457478,0.00050476711563047,0.00039812514343725,0.000367862898978,0.0003542874895954,0.00042032393498528,0.00045538301907811,0.00047206898388959,0.0004760397636318,0.0005245512603952,0.00051779369616655,0.00054545007420298,0.0005883193434344,0.00048933081795674,0.00064093391198454,0.00070351669852205,0.00070251645999603,0.00076269386015969,0.00084613674523649,0.00080169769401797,0.00087157553720817,0.001029475565375,0.00059643534429112,0.00076300737738143,0.0010262986554919
17,Non-Annex_I,Rest Central America,ABW,Aruba,1.A.3.b_noRES,Road Transportation no resuspension,SO2,fossil,0.00087868865700118,0.0010070601161894,0.001165115283621,0.0014088797466107,0.0018940705274888,0.0027961068115304,0.0031624107522035,0.0034710624941018,0.0039364912495272,0.0036594041743961,0.0059097275768852,0.0063923707600559,0.0069521626670285,0.0080125060308895,0.0087261946923445,0.0085512448995868,0.010244051525124,0.011387662106763,0.01255029493915,0.017751720287962,0.041007765494618,0.047812558105695,0.054644672631324,0.056959195027352,0.063693447727072,0.026863502793387,0.017527219007337,0.029852653063647,0.031791301126281,0.032756587189308,0.01125712369243,0.011569719812019,0.012078747358925,0.01358093540713,0.013592993868554,0.0034999295093115,0.0040630725144803,0.0043316336136182,0.0042112201884481,0.0016961192856226,0.0017526319556007,0.00076312548241242,0.0010793706091942,0.001242154268126,0.0011007793804135,0.0010533206085437,0.0011180041350497,0.0010583019930235,0.0010543212940389,0.0012684960247483,0.0010754035595829,0.0010362979755981,0.0010754035595829
18,Non-Annex_I,Rest Central America,ABW,Aruba,1.A.3.d,Water-borne Navigation,SO2,fossil,,,,,,,,,,,,,,,,,,,0.00080952915246853,0.0010285429072436,0.03188788180959,0.036364895877338,0.027447869716734,0.040760712580128,0.040364196479689,0.04219052302091,0.026830092867808,0.039064648810674,0.036817382894327,0.038778700627925,0.027874500141282,0.028665452512632,0.029775410006183,0.03703683530625,0.041866657145472,0.049356484070135,0.063108280921318,0.05170070529575,0.046004164022067,0.043331954087081,0.042303966011081,0.036182163907646,0.093053010103303,0.10057414300431,0.11438818719262,0.11773726037214,0.1316328098942,0.12690329188261,0.12445188221456,0.14719983582692,0.038931447397996,0.047552266437444,0.051405114917823
19,Non-Annex_I,Rest Central America,ABW,Aruba,1.A.3.e,Other Transportation,SO2,fossil,,,,,,,,,,,,0.00040104479073037,0.00042786600058499,0.00071326653556999,0.0010221180603226,0.0010678681280547,0.0011118214792034,0.0017303481392096,0.0011724301675969,0.0014896248386399,0.01400623360287,0.014662914413974,0.017613836779394,0.018546806999974,0.021945009213763,0.024945181284232,0.016724845555653,0.025686439170622,0.028454039116462,0.033115837570879,0.019741749119674,0.023630588783637,0.02535335751382,0.033903280438083,0.039280861757272,0.042849455526245,0.053365928959247,0.052242307445481,0.051711602979424,0.070000037359414,0.043868539218189,0.038917685072113,0.050802081706983,0.053246077259198,0.056758518697132,0.054363034004271,0.05580973907863,0.043213076472871,0.045679090181959,0.050465094556298,0.042821284690228,0.041264147065129,0.042821284690228
20,Non-Annex_I,Rest Central America,ABW,Aruba,1.A.4,Residential and other sectors,SO2,fossil,0.0014562280100897,0.001666683973981,0.0021421478126317,0.0021885357217805,0.0027325126764019,0.0094657822415796,0.01237786683879,0.013457097999917,0.014553061894904,0.015665213262257,0.017067613973132,0.015910036551549,0.016700769314803,0.018279604519738,0.035987814123627,0.03635884797256,0.038395336643655,0.039668305904219,0.046954058349083,0.062433058154939,0.056987966786463,0.079125003468372,0.075649831979354,0.072920734794732,0.080163003047272,0.082301332630837,0.052953705015276,0.084035851794572,0.080171935612287,0.077446348389105,0.046101905040952,0.040980047258213,0.037851581043769,0.035694803228547,0.03273654753338,0.030545769261514,0.032654467909032,0.033936919790939,0.02992620830896,0.032055374283138,0.032927247992474,0.032316129504098,0.055055909312,0.087400161023622,0.068216722203255,0.065219528526144,0.075076566198198,0.065878696378596,0.083183197522138,0.09338926204556,0.082663002954707,0.079657075574537,0.082663002954707
21,Non-Annex_I,Rest Central America,ABW,Aruba,1.A.5,Non-Specified,SO2,fossil,0.034434932933199,0.039465682508105,0.0476143313742,0.064239506816439,0.060783283463628,0.050373030856791,0.056252837141107,0.068928874333356,0.081656116062292,0.10273849228764,0.08465982753095,0.092777681377215,0.084431980233999,0.091093207209837,0.081600229183817,0.085049219148214,0.087384469323018,0.096151000858285,0.10909202973224,0.149257690727,0.073739043438829,0.072662728911469,0.07192718997238,0.071169192345837,0.063735089191481,0.077812521152655,0.045165793118074,0.075201043692177,0.078958856304445,0.029808082158543,0.040637460640818,0.045409662020797,0.039087959300096,0.042890780786121,0.046729152624697,0.025494268044207,0.010188011793979,0.010898661506038,0.010312394015789,0.015364227413509,0.0079065964151953,0.0038207095958372,0.0084490603195424,0.010364941676658,0.010753123086164,0.0097638585993556,0.0095839101065114,0.010067592785859,0.012218645317933,0.013717508636812,0.011804239306785,0.011374994241083,0.011804239306785
22,Non-Annex_I,Rest Central America,ABW,Aruba,2.A.3,Glass Production,SO2,fossil,5.78837e-08,5.824924e-08,5.865202e-08,5.903422e-08,5.93145e-08,5.94419e-08,5.937722e-08,5.915868e-08,5.890388e-08,5.877844e-08,5.889408e-08,5.935566e-08,6.011712e-08,6.095992e-08,6.157438e-08,6.176744e-08,6.139112e-08,6.05983e-08,5.985546e-08,5.981136e-08,6.090504e-08,6.333054e-08,6.68703e-08,7.104804e-08,7.5166e-08,7.871948e-08,8.15311e-08,8.373806e-08,8.553048e-08,8.722392e-08,8.904084e-08,9.103612e-08,9.30951e-08,9.50747e-08,9.676716e-08,9.803038e-08,9.88134e-08,9.919364e-08,9.931516e-08,9.938768e-08,9.956506e-08,9.989728e-08,1.0034514e-07,1.0023060852269e-07,1.0079500784826e-07,1.0136258531075e-07,1.0172209037291e-07,1.020828705001e-07,1.0244493021466e-07,1.0288779455305e-07,1.0330635189401e-07,1.0372661196607e-07,1.041485816961e-07
23,Non-Annex_I,India +,AFG,Afghanistan,1.A.1.a,Main Activity Electricity and Heat Production,SO2,bio,1.3718600834933e-05,1.4062203278641e-05,1.4355736508519e-05,1.4027968588028e-05,1.4056127171686e-05,1.6670524449244e-05,1.6954073234284e-05,1.7033973486122e-05,1.9626579709307e-05,8.7407516466415e-05,8.7660870373716e-05,8.6785656754331e-05,8.7802919469627e-05,8.6539531579661e-05,8.5719107123399e-05,8.5978881412991e-05,8.3311296459158e-05,8.3915965303039e-05,8.5732113667453e-05,8.8648498076514e-05,9.2268698446676e-05,9.4884114491469e-05,0.00010114795193982,0.00010867603508718,0.00011681420225078,0.00020911983460599,0.00022324920252293,0.00017399605915142,0.00018046248225973,,,0.00062768364376914,0.00079899056934972,0.0016906048118579,0.0017642757217012,0.0018687226778192,0.0019766158894377,0.0020988792181236,0.0022120033748533,0.002301688438332,0.0025541474878057,0.0027245082318332,0.0031433621661276,0.0036873723946087,0.003741216148644,0.0027275994860248,0.0028376865037461,0.0027669693419641,0.0028389033966991,0.0032672564380768,0.002429487030362,0.0023963869819712,0.0023596701321661
24,Non-Annex_I,India +,AFG,Afghanistan,1.A.2,Manufacturing Industries and Construction,SO2,bio,,,,,,,,,,0.00010467001323849,,0.00041570135881288,0.00067248327366273,0.0017008933935888,0.0016691111361552,0.0014791205615624,0.00054074218827054,0.0011563154168689,0.00066810592406414,0.001525046780113,0.010444567476381,0.011079446503245,0.011515538774484,0.012285854301199,0.013640183202354,0.024967621843371,0.026401353552675,0.028605016867212,0.029911110850301,0.032551633672598,0.15438352327407,0.14929381074288,0.16209873873931,0.15641445903162,0.16319069213581,0.15990299134797,0.16793273878946,0.15559052970773,0.15177510908647,0.14398683587418,0.13884266108021,0.14825379863192,0.14755295918599,0.085548603576924,0.10031382901297,0.10480551705016,0.086354203685002,0.098984154296709,0.094020257299316,0.10005868350272,0.073068477794627,0.074401519564465,0.074401519564465
25,Non-Annex_I,India +,AFG,Afghanistan,1.A.4,Residential and other sectors,SO2,bio,0.086881798334538,0.088769849625504,0.092367793359176,0.092056470879248,0.094025191274792,0.097059935380138,0.10008855817551,0.10124813938793,0.10366251286613,0.10605272873892,0.10879783993214,0.1071012916534,0.10465936339237,0.1029352650262,0.098188594761769,0.10059857596341,0.098721114327922,0.10026263189851,0.10326183245599,0.10722650600588,0.11428600416681,0.11778743606725,0.1268095793207,0.13878188724927,0.14857949923375,0.25583267139184,0.32194324663972,0.34582237328306,0.36342516251178,0.38579212911104,0.41302817040802,0.42362904261598,0.4436615290899,0.45344643412295,0.46516395656602,0.47770152992446,0.488702224754,0.49869448106803,0.50929366065721,0.52031500996226,0.53087494003668,0.54183320332611,0.55300972179554,0.61299140516852,0.62540326542567,0.63780593784891,0.64969220578725,0.66240473279342,0.64782191591988,0.65420811726778,0.67171896002852,0.68490371726375,0.68490371726375
26,Non-Annex_I,India +,AFG,Afghanistan,1.A.5,Non-Specified,SO2,bio,,,,,,,,,,,,,,,,,,4.7912736924029e-05,4.6821439422285e-05,4.6213538791303e-05,5.0340966212467e-05,5.6944704871099e-05,6.0703947150682e-05,7.5894605421316e-05,8.7313895974117e-05,0.00015630862628942,0.00016686975787024,0.000189048741478,0.00019607458537615,0.0012686086487108,0.0014806641287718,0.0016404909216722,0.0016613887550549,0.0016646647757301,0.002951464085373,0.0016965202325711,0.0017155308985991,0.0017437101233855,0.0017842570289065,0.0032338991602765,0.0041068502273754,0.0015455634421754,0.0015502829988458,0.001560817493925,0.0012923775336266,0.0014841422085477,0.0015165239097242,0.0014700260486697,0.001207079397513,0.0010400145929718,0.0011143814775124,0.0011434570059053,0.0011434570059053
27,Non-Annex_I,India +,AFG,Afghanistan,3.C.1,Emissions from biomass burning,SO2,bio,0.35119149003926,0.3414310360423,0.41727994768473,0.42163456026837,0.42639263129533,0.44020021516485,0.4507394941616,0.41895527644801,0.43623345859899,0.41386010346409,0.39559279631841,0.38224668539817,0.36796316578621,0.35311291960423,0.33805068951348,0.32161604428609,0.30359281279482,0.34515979321984,0.30120554861273,0.28798811249002,0.27346417863448,0.2833097970404,0.26803979466283,0.3138075419401,0.33145960552852,0.33531149211862,0.35468833961843,0.39621445264067,0.41220995020861,0.36118530549681,0.25437976860059,0.25664359775191,0.37399635744639,0.47411481280807,0.36305045045993,0.55843174481718,0.4745388812829,0.58601034544709,0.39845998698097,0.65415566646046,0.59620092176915,0.48088565838377,0.64897034187236,0.6614559951075,0.68687341799615,0.59552892403281,0.58011445920201,0.53119031324553,0.44823590663793,0.60537431036977,0.65258385510912,0.60861703727652,0.62317387375522
28,Non-Annex_I,India +,AFG,Afghanistan,1.A.1.a,Main Activity Electricity and Heat Production,SO2,fossil,0.74712724573454,0.74712724573454,1.804975049932,2.8463905485408,3.3570147292315,3.4626297461915,3.8786745269647,6.6816616131459,4.3177244466169,4.7704914628813,5.0035501696355,5.7121620254614,5.7576535728106,8.1975536034182,7.7712620424198,11.06859088527,11.452125601801,12.324248935889,11.590542244597,10.190755099563,10.06232361745,9.2924836402182,5.5190377013109,5.7324971971133,3.4822486434715,3.9564598303496,3.8596257181527,3.8470514059268,4.6671679479485,4.3140331295276,3.4811504395056,4.0543922226479,3.6416809767949,5.3650250110344,4.5256080415218,6.4533082116002,7.4740485793151,8.4883379800925,15.600159180011,24.157540126364,27.065188032345,34.129593917344,31.920054281251,27.2210894695,25.908664128118,30.091112260665,27.467055213949,27.232733209118,27.948383619123,25.200688911792,18.602249976774,19.315949823651,19.483908713476
29,Non-Annex_I,India +,AFG,Afghanistan,1.A.1.bc,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,SO2,fossil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5525000254313e-05,1.8450000762939e-05,1.0022726925937e-05,3.1750000847711e-05,4.3407693716196e-05,3.9919842608829e-05,5.5090056942134e-05,6.9557531392088e-05,3.307523603404e-05,0.0012042515198737,0.0028418267068268,0.0030766400833841,0.0019955212070487,0.0013369958020795,0.0010764528012716,0.0008036092256792,0.00078447567268683,0.00074620856670211
30,Non-Annex_I,India +,AFG,Afghanistan,1.A.2,Manufacturing Industries and Construction,SO2,fossil,0.9881981639009,0.98248550789099,0.90641852909063,0.91928191069404,1.0024094297854,1.0569399773193,1.0929761887971,1.4033086306882,1.4876172820176,1.668496922246,1.6771566515623,2.4153598278859,2.0378860804534,2.1635482784663,2.3356233310179,4.1518917416365,4.2791390286113,4.5383612170083,3.8056993124036,3.388449806971,3.1046931780069,2.7725061677672,0.65277230421118,0.61886616112862,0.84745605187576,0.86621066737727,0.7868716788626,0.70640067229916,0.70869117051286,0.80650910549424,0.75983354851218,1.0645003679467,0.92085591317468,1.3620227960399,1.2157627683464,1.602659031855,1.8626405762642,5.3331470444655,9.8619061496592,14.24126433408,16.813106829669,32.958205451528,25.254019933591,25.483927551905,28.169941094942,21.003194434018,21.134749451882,27.21780697913,21.925430244319,22.034890454531,15.181656098571,15.667060413754,15.608728029579
31,Non-Annex_I,India +,AFG,Afghanistan,1.A.3.a,Civil Aviation,SO2,fossil,0.014165219446908,0.01417247186676,0.017600398717065,0.015035470787126,0.0097831970883512,0.0090461675873727,0.0088080669212198,0.010280044355752,0.0084413629013267,0.011148214996595,0.012990369462288,0.016159664452423,0.01502814381129,0.028092089509317,0.033401269550339,0.058006931633245,0.037485668884023,0.052250667289487,0.050990938857719,0.052365803167387,0.054340482707346,0.050513597027757,0.028905713071986,0.028676419688687,0.024877841317973,0.026241663923273,0.031514850537087,0.026671875065549,0.024302690310273,0.021035215794513,0.018988531706486,0.014313012736152,0.0058857369055707,0.007597994080489,0.006380866367724,0.016750497699306,0.020477855876211,0.022849909784764,0.054190550031087,0.10855326252199,0.18172017360066,0.36292537442089,0.17172539203795,0.11067592141867,0.085819935141897,0.061960130988282,0.038656524787016,0.07295779814874,0.081034994320491,0.031195236404135,0.024221655604182,0.021807537105425,0.029814363459632
32,Non-Annex_I,India +,AFG,Afghanistan,1.A.3.b_noRES,Road Transportation no resuspension,SO2,fossil,0.14085280092642,0.14085280092642,0.15049213029186,0.14719168433259,0.15516367270415,0.18468807982372,0.16404688232633,0.17888177615067,0.19587810423232,0.20811734368901,0.20675479461816,0.24922537491843,0.25355372046501,0.33579611813035,0.31643038185098,0.39951734125387,0.3640445718824,0.40525574312494,0.3715152519786,0.35113417494575,0.33335233825572,0.32866995029623,0.2016899395494,0.19966723119314,0.19256534369038,0.067392960053718,0.063394417526725,0.057466204660179,0.055223662344166,0.050923263843117,0.024369701829124,0.024552192208661,0.020244184482884,0.027745673310384,0.02331103433976,0.0078841173521657,0.010706261267116,0.011321622255824,0.030824824674504,0.025129943488256,0.037584915463998,0.02719964783395,0.024317535217008,0.01552407984109,0.0075371390016501,0.0094624791748144,0.006007297890124,0.0054785682596068,0.0084699100657793,0.0076713804231933,0.0059557594881524,0.0062135356526659,0.0063159837749797
33,Non-Annex_I,India +,AFG,Afghanistan,1.A.3.d,Water-borne Navigation,SO2,fossil,0.080823969966692,0.080823969966692,0.094957591212019,0.093721969965062,0.11430459120957,0.34839804614535,0.22463142491388,0.27965939488383,0.2655257736385,0.28610839488302,0.25784115239236,0.3790289353381,0.37000096053569,0.49970039325807,0.66931161100396,1.1133384368912,1.0711942214463,1.0445765981831,1.130323656691,0.73183543567839,1.2283159822715,1.1600075108366,0.71667237304844,0.60263509752445,0.75800781458893,0.78281610554632,0.72255362193224,0.75878109842632,0.72956865919163,0.76558142256143,0.52879309086171,0.53440910808521,0.4714507340292,0.60196636830801,0.56413167568831,0.83552700178978,1.0386394723173,0.82570973005563,1.8165002826294,2.4766942182754,2.663083838885,3.3169769618334,3.0941529973244,1.9788907378872,1.678175153396,1.9524840342721,1.7599270357103,1.6288738947969,2.0685607857072,1.8128127384308,0.44796024097978,0.65071319344753,0.70820962814527
34,Non-Annex_I,India +,AFG,Afghanistan,1.A.3.e,Other Transportation,SO2,fossil,,,,,,,,,,,,,,,,,,,,,,,,0.065522690552643,0.068469287462419,0.079842093536919,0.075981507474667,0.076804436594713,0.078010888244844,0.081759172946789,0.066538881226628,0.070368412385304,0.085346152848091,0.12085442752982,0.10300516004026,0.15539620591609,0.18200943403921,0.20867474563931,0.46050489599796,0.70060728316971,0.86435527124559,1.146888221832,1.2988799396085,1.0939678532384,0.85662254645889,0.94778917762986,0.8678171253623,0.80080719163473,1.0033656520201,0.76566616401271,0.59450571259281,0.62035378705336,0.63069301683759
35,Non-Annex_I,India +,AFG,Afghanistan,1.A.4,Residential and other sectors,SO2,fossil,0.092678739549235,0.092578739551009,0.08253815557806,0.0887115839399,0.10490800328152,0.15549703612444,0.14484087074864,0.1709448900161,0.15231181015134,0.16632347748485,0.20792877555492,0.18582489450986,0.1702098750967,0.21425445738261,0.19619706506834,0.31470409745502,0.42110512297986,0.41261236569252,0.38408491688565,0.35578691374511,0.60855029669405,0.45852551695847,0.27142956043005,0.26695877719267,0.25160600796378,0.19193932659011,0.18447235258268,0.18471233469953,0.19517454711947,0.19503597654909,0.12257232895819,0.12399086662939,0.099541921009673,0.1357059167211,0.123573153419,0.18122958857244,0.21114177844035,0.30429851742685,0.63572763756457,1.1791702245111,1.4826971409201,2.3109368197984,2.0738055828469,2.1403935340155,1.9795414472934,2.9327705005262,2.3208986372923,1.9412370830153,2.35712697015,2.0360857063984,2.1385259223375,2.2315020228982,2.268690601967
