,spoiler,post,game,book,nezha,movie,soul,tang,character,rule,wukong,please,remove,san,chinese,include,chapter,get,bos,novel,week,read,first,good,god,love,xianxia,story,patch,really,look,even,land,also,people,she,got,year,new,you,much,make,world,know,earth,team,human,use,title,still,this,that,attack,series,version,thing,way,reminder,china,could,need,venti,quest,art,want,show,fight,see,they,thank,beat,back,guy,power,all,star,'re,lot,cultivation,universe,well,damage,comment,but,voice,feel,work,great,trailblazer,planet,and,system,better,martial,author,'ve,watch,thought,try,film,actually,day,genshin,spirit,best,end,play,say,since,thanks,take,probably,event,never,lore,medium,level,many,part,mean,light,pretty,right,made,dragon,what,point,space,something,life,yeah,realm,'ll,find,ring,hit,always,content,though,going,every,yes,humanity,xiao,condor,already,cool,give,monkey,bro,long,there,netflix,second,without,come,episode,black,bad,maybe,hope,not,theory,hoyo,able,old,getting,far,keep,two,body,account,main,used,sure,flaired,release,hard,gon,different,fun,least,man,big,name,reading,last,breaking,natlan,boss,castorice,ban,might,someone,translation,wait,removed,amazing,definitely,shit
0,0.0,0.002232142857142857,0.033482142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002232142857142857,0.002232142857142857,0.0,0.0,0.0078125,0.0,0.0,0.002232142857142857,0.0,0.0,0.0,0.0,0.0011160714285714285,0.002232142857142857,0.0,0.0,0.0,0.0,0.010044642857142858,0.0,0.0,0.0,0.0,0.0033482142857142855,0.0,0.0,0.0078125,0.0,0.005580357142857143,0.0,0.0011160714285714285,0.0,0.0,0.006696428571428571,0.0,0.0,0.0,0.0,0.0,0.010044642857142858,0.005580357142857143,0.0011160714285714285,0.0,0.0,0.014508928571428572,0.004464285714285714,0.002232142857142857,0.0,0.0011160714285714285,0.0,0.004464285714285714,0.0,0.0,0.0,0.0,0.002232142857142857,0.0,0.006696428571428571,0.0011160714285714285,0.0,0.0,0.008928571428571428,0.0011160714285714285,0.0,0.0,0.0,0.002232142857142857,0.002232142857142857,0.0,0.0,0.0033482142857142855,0.002232142857142857,0.0,0.0,0.0,0.006696428571428571,0.004464285714285714,0.0,0.0,0.0,0.0,0.0,0.004464285714285714,0.0,0.0,0.004464285714285714,0.0,0.002232142857142857,0.0,0.0,0.0011160714285714285,0.0,0.0,0.0,0.0,0.0,0.006696428571428571,0.0,0.005580357142857143,0.0011160714285714285,0.0,0.004464285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004464285714285714,0.0,0.0,0.002232142857142857,0.0033482142857142855,0.0,0.005580357142857143,0.0,0.0,0.0033482142857142855,0.0,0.0011160714285714285,0.0,0.0011160714285714285,0.0033482142857142855,0.0,0.0,0.002232142857142857,0.0,0.0011160714285714285,0.002232142857142857,0.0011160714285714285,0.0,0.0,0.0,0.0,0.004464285714285714,0.002232142857142857,0.004464285714285714,0.0,0.0,0.0,0.0011160714285714285,0.0,0.0,0.0,0.0,0.0,0.0011160714285714285,0.0011160714285714285,0.002232142857142857,0.0,0.0011160714285714285,0.0,0.0,0.0,0.002232142857142857,0.0011160714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0033482142857142855,0.0,0.0,0.0,0.0,0.002232142857142857,0.0033482142857142855,0.0,0.0011160714285714285,0.0011160714285714285,0.0,0.0,0.0,0.0,0.0011160714285714285,0.0,0.0,0.0,0.0,0.0011160714285714285,0.0,0.002232142857142857,0.005580357142857143,0.0,0.0,0.0,0.0
1,0.0,0.0008616975441619991,0.034037052994398964,0.0,0.0008616975441619991,0.0,0.0008616975441619991,0.0,0.0008616975441619991,0.0,0.003015941404566997,0.0008616975441619991,0.0,0.0,0.003015941404566997,0.0008616975441619991,0.006031882809133994,0.009478672985781991,0.0,0.0,0.0008616975441619991,0.0,0.002154243860404998,0.0008616975441619991,0.0017233950883239983,0.0017233950883239983,0.0,0.0008616975441619991,0.0,0.002154243860404998,0.003877638948728996,0.003015941404566997,0.0,0.004308487720809996,0.0,0.0,0.003015941404566997,0.012063765618267988,0.008616975441619991,0.0017233950883239983,0.0025850926324859974,0.003015941404566997,0.0008616975441619991,0.004308487720809996,0.0,0.0008616975441619991,0.0,0.0008616975441619991,0.00043084877208099956,0.003015941404566997,0.006031882809133994,0.004308487720809996,0.0008616975441619991,0.0,0.0008616975441619991,0.003015941404566997,0.003877638948728996,0.0,0.0012925463162429987,0.0008616975441619991,0.007324429125376993,0.0,0.0017233950883239983,0.0008616975441619991,0.0008616975441619991,0.00043084877208099956,0.0008616975441619991,0.0034467901766479965,0.0017233950883239983,0.0017233950883239983,0.0025850926324859974,0.0017233950883239983,0.0,0.0,0.0012925463162429987,0.0,0.0034467901766479965,0.0025850926324859974,0.0,0.0,0.0008616975441619991,0.0,0.0,0.0025850926324859974,0.0008616975441619991,0.0025850926324859974,0.0,0.00043084877208099956,0.0,0.0,0.00043084877208099956,0.003015941404566997,0.0008616975441619991,0.0,0.0,0.0012925463162429987,0.0,0.0008616975441619991,0.0008616975441619991,0.0,0.0008616975441619991,0.0008616975441619991,0.0,0.0008616975441619991,0.0,0.0025850926324859974,0.0008616975441619991,0.003015941404566997,0.0008616975441619991,0.0034467901766479965,0.004308487720809996,0.0008616975441619991,0.0,0.002154243860404998,0.0,0.0,0.0008616975441619991,0.0017233950883239983,0.0008616975441619991,0.006893580353295993,0.0,0.0017233950883239983,0.0034467901766479965,0.0017233950883239983,0.0,0.0008616975441619991,0.0008616975441619991,0.0,0.0017233950883239983,0.0008616975441619991,0.0008616975441619991,0.0017233950883239983,0.0034467901766479965,0.0,0.0,0.0008616975441619991,0.0,0.0025850926324859974,0.0,0.0025850926324859974,0.0008616975441619991,0.0,0.0,0.0,0.0,0.0034467901766479965,0.0017233950883239983,0.0008616975441619991,0.0,0.0008616975441619991,0.002154243860404998,0.0008616975441619991,0.0,0.0,0.0008616975441619991,0.0025850926324859974,0.0,0.0008616975441619991,0.0017233950883239983,0.003877638948728996,0.00043084877208099956,0.004739336492890996,0.0,0.0,0.0,0.0,0.0008616975441619991,0.0,0.0012925463162429987,0.0017233950883239983,0.0,0.0,0.006893580353295993,0.0,0.0008616975441619991,0.0,0.003015941404566997,0.0012925463162429987,0.0008616975441619991,0.0008616975441619991,0.0,0.0,0.0008616975441619991,0.0008616975441619991,0.0,0.0,0.0012925463162429987,0.0,0.0,0.0,0.0,0.0,0.0017233950883239983,0.0,0.0,0.003877638948728996,0.0,0.0008616975441619991,0.0008616975441619991,0.002154243860404998
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.01282051282051282,0.01282051282051282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00641025641025641,0.01282051282051282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00641025641025641,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00641025641025641,0.019230769230769232,0.00641025641025641,0.0,0.0,0.00641025641025641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00641025641025641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01282051282051282,0.01282051282051282,0.0,0.0,0.0,0.00641025641025641,0.0,0.019230769230769232,0.01282051282051282,0.0,0.0,0.0,0.0,0.038461538461538464,0.00641025641025641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01282051282051282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00641025641025641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01282051282051282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00641025641025641,0.0,0.01282051282051282,0.0,0.0,0.01282051282051282,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01282051282051282,0.0,0.0,0.0,0.00641025641025641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01282051282051282,0.0,0.0,0.0
4,0.0,0.010186757215619695,0.010186757215619695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028862478777589132,0.010186757215619695,0.006791171477079796,0.0,0.0,0.001697792869269949,0.011884550084889643,0.001697792869269949,0.003395585738539898,0.0,0.0,0.0,0.003395585738539898,0.0050933786078098476,0.003395585738539898,0.001697792869269949,0.0,0.003395585738539898,0.011884550084889643,0.0,0.006791171477079796,0.0,0.011884550084889643,0.011884550084889643,0.0,0.011884550084889643,0.0,0.011884550084889643,0.0,0.0,0.0,0.001697792869269949,0.0,0.0,0.001697792869269949,0.003395585738539898,0.0,0.0,0.0,0.0050933786078098476,0.0,0.0,0.0,0.0,0.003395585738539898,0.0,0.0,0.0,0.003395585738539898,0.001697792869269949,0.006791171477079796,0.0,0.003395585738539898,0.003395585738539898,0.0,0.02037351443123939,0.0,0.0,0.0,0.0,0.003395585738539898,0.0,0.0,0.0,0.0,0.0,0.0,0.003395585738539898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006791171477079796,0.0,0.0,0.0,0.0,0.003395585738539898,0.006791171477079796,0.0,0.001697792869269949,0.003395585738539898,0.0,0.0,0.0,0.0,0.001697792869269949,0.003395585738539898,0.0050933786078098476,0.0,0.001697792869269949,0.0,0.0,0.0,0.0,0.0,0.0,0.001697792869269949,0.0,0.0,0.0,0.0,0.006791171477079796,0.003395585738539898,0.0,0.006791171477079796,0.010186757215619695,0.0,0.0,0.003395585738539898,0.0,0.0,0.0,0.010186757215619695,0.0,0.0,0.006791171477079796,0.0,0.0,0.003395585738539898,0.0,0.001697792869269949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001697792869269949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003395585738539898,0.0,0.001697792869269949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0050933786078098476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.017543859649122806,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017543859649122806,0.0,0.0,0.013157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043859649122807015,0.0,0.0,0.008771929824561403,0.0,0.0,0.0,0.0,0.0,0.017543859649122806,0.0,0.008771929824561403,0.0,0.0,0.0,0.008771929824561403,0.0,0.0,0.0,0.008771929824561403,0.013157894736842105,0.0,0.0,0.0,0.0,0.0043859649122807015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013157894736842105,0.0,0.017543859649122806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008771929824561403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017543859649122806,0.0,0.0,0.0,0.0,0.008771929824561403,0.0,0.0,0.0043859649122807015,0.008771929824561403,0.0,0.0,0.0,0.0043859649122807015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013157894736842105,0.0,0.0,0.0,0.0043859649122807015,0.0,0.0,0.0,0.0043859649122807015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008771929824561403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043859649122807015,0.02631578947368421,0.0,0.0,0.017543859649122806,0.017543859649122806,0.0,0.0,0.0,0.0,0.0,0.03508771929824561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017543859649122806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013157894736842105,0.0,0.017543859649122806,0.0,0.0,0.0
6,0.000351493848857645,0.0001757469244288225,0.02179261862917399,0.0,0.0,0.0,0.00210896309314587,0.0,0.000351493848857645,0.0005272407732864675,0.0008787346221441124,0.0001757469244288225,0.0,0.0,0.00070298769771529,0.0,0.007908611599297012,0.010896309314586995,0.02530755711775044,0.0,0.000351493848857645,0.0001757469244288225,0.009138840070298769,0.0029876977152899823,0.0008787346221441124,0.0019332161687170475,0.0,0.00070298769771529,0.0,0.0033391915641476275,0.001054481546572935,0.00421792618629174,0.0,0.00210896309314587,0.0033391915641476275,0.0019332161687170475,0.00632688927943761,0.0,0.0005272407732864675,0.0036906854130052723,0.0026362038664323375,0.0040421792618629175,0.0,0.0045694200351493845,0.0,0.0,0.0,0.0022847100175746923,0.0001757469244288225,0.0040421792618629175,0.008084358523725835,0.005975395430579965,0.004393673110720563,0.0,0.0005272407732864675,0.0022847100175746923,0.005096660808435852,0.0,0.0001757469244288225,0.0026362038664323375,0.0022847100175746923,0.0,0.000351493848857645,0.0001757469244288225,0.00210896309314587,0.00070298769771529,0.005975395430579965,0.00140597539543058,0.0001757469244288225,0.0,0.015641476274165202,0.006151142355008787,0.006151142355008787,0.0,0.000351493848857645,0.0,0.0012302284710017574,0.0019332161687170475,0.0,0.0,0.00140597539543058,0.0012302284710017574,0.0033391915641476275,0.0019332161687170475,0.0,0.0033391915641476275,0.0001757469244288225,0.0008787346221441124,0.0,0.0001757469244288225,0.0015817223198594025,0.0001757469244288225,0.00140597539543058,0.0,0.0,0.00210896309314587,0.000351493848857645,0.0026362038664323375,0.006151142355008787,0.0,0.0015817223198594025,0.0019332161687170475,0.0,0.0008787346221441124,0.000351493848857645,0.00210896309314587,0.00281195079086116,0.0017574692442882249,0.0,0.0,0.0008787346221441124,0.001054481546572935,0.0,0.00140597539543058,0.0,0.0,0.0036906854130052723,0.001054481546572935,0.0008787346221441124,0.0008787346221441124,0.0008787346221441124,0.0012302284710017574,0.0033391915641476275,0.0019332161687170475,0.000351493848857645,0.00210896309314587,0.0012302284710017574,0.000351493848857645,0.0008787346221441124,0.001054481546572935,0.0005272407732864675,0.0,0.00070298769771529,0.00070298769771529,0.003163444639718805,0.00421792618629174,0.00070298769771529,0.0,0.0019332161687170475,0.0019332161687170475,0.002460456942003515,0.0005272407732864675,0.0,0.0,0.0,0.001054481546572935,0.0001757469244288225,0.001054481546572935,0.00070298769771529,0.002460456942003515,0.00140597539543058,0.001054481546572935,0.0,0.003163444639718805,0.0008787346221441124,0.0036906854130052723,0.0,0.001054481546572935,0.0015817223198594025,0.0005272407732864675,0.0008787346221441124,0.00070298769771529,0.0,0.0,0.00140597539543058,0.0001757469244288225,0.0019332161687170475,0.0026362038664323375,0.00070298769771529,0.003866432337434095,0.0,0.000351493848857645,0.0001757469244288225,0.0005272407732864675,0.0022847100175746923,0.0,0.000351493848857645,0.00421792618629174,0.001054481546572935,0.0,0.0008787346221441124,0.001054481546572935,0.0019332161687170475,0.002460456942003515,0.000351493848857645,0.000351493848857645,0.0022847100175746923,0.0001757469244288225,0.0,0.008260105448154658,0.0,0.0,0.000351493848857645,0.00070298769771529,0.0,0.0033391915641476275,0.00210896309314587,0.000351493848857645,0.001054481546572935,0.0017574692442882249
7,0.0,0.0018781862087469815,0.0158304266165817,0.0,0.0,0.0,0.0013415615776764154,0.0,0.0005366246310705661,0.0,0.0016098738932116983,0.0013415615776764154,0.0005366246310705661,0.0,0.00026831231553528306,0.0,0.0008049369466058492,0.006171183257311511,0.0059028709417762275,0.0,0.00026831231553528306,0.0,0.007244432519452643,0.004561309364099812,0.0008049369466058492,0.0010732492621411322,0.0,0.00026831231553528306,0.0,0.0013415615776764154,0.0018781862087469815,0.005634558626240944,0.0,0.0029514354708881137,0.0013415615776764154,0.0008049369466058492,0.0059028709417762275,0.0010732492621411322,0.0005366246310705661,0.005634558626240944,0.0024148108398175474,0.002683123155352831,0.00026831231553528306,0.004024684733029246,0.0,0.0,0.0,0.005634558626240944,0.00026831231553528306,0.00348806010195868,0.003756372417493963,0.004829621679635095,0.0024148108398175474,0.0,0.0005366246310705661,0.0021464985242822645,0.005097933995170378,0.0,0.0,0.002683123155352831,0.004024684733029246,0.0,0.0,0.0,0.0008049369466058492,0.0,0.0029514354708881137,0.004024684733029246,0.0005366246310705661,0.00026831231553528306,0.015025489669975852,0.002683123155352831,0.0016098738932116983,0.0010732492621411322,0.0010732492621411322,0.0,0.0016098738932116983,0.0021464985242822645,0.0,0.0,0.0029514354708881137,0.002683123155352831,0.004561309364099812,0.0008049369466058492,0.0,0.0021464985242822645,0.0008049369466058492,0.0013415615776764154,0.0,0.0,0.0021464985242822645,0.0,0.0029514354708881137,0.0,0.0,0.0008049369466058492,0.00026831231553528306,0.0005366246310705661,0.009390931043734908,0.0,0.0008049369466058492,0.00697612020391736,0.0,0.0005366246310705661,0.0005366246310705661,0.002683123155352831,0.0059028709417762275,0.0013415615776764154,0.0005366246310705661,0.0,0.0013415615776764154,0.0021464985242822645,0.0,0.0021464985242822645,0.0,0.0,0.0024148108398175474,0.0005366246310705661,0.0010732492621411322,0.0013415615776764154,0.00026831231553528306,0.0010732492621411322,0.0024148108398175474,0.0005366246310705661,0.00026831231553528306,0.0029514354708881137,0.0013415615776764154,0.0,0.0024148108398175474,0.0005366246310705661,0.0016098738932116983,0.0,0.0005366246310705661,0.00026831231553528306,0.0005366246310705661,0.0024148108398175474,0.0018781862087469815,0.0,0.0008049369466058492,0.0024148108398175474,0.0018781862087469815,0.00026831231553528306,0.0,0.0,0.0,0.0013415615776764154,0.00026831231553528306,0.0010732492621411322,0.0,0.008317681781593774,0.00026831231553528306,0.0021464985242822645,0.0,0.0018781862087469815,0.0018781862087469815,0.002683123155352831,0.0,0.0010732492621411322,0.0005366246310705661,0.0016098738932116983,0.00026831231553528306,0.0021464985242822645,0.0,0.0,0.0013415615776764154,0.005097933995170378,0.0021464985242822645,0.00026831231553528306,0.0008049369466058492,0.0018781862087469815,0.0,0.002683123155352831,0.00026831231553528306,0.00348806010195868,0.0005366246310705661,0.0,0.0,0.003756372417493963,0.0018781862087469815,0.0008049369466058492,0.0008049369466058492,0.0016098738932116983,0.0013415615776764154,0.0005366246310705661,0.0,0.00026831231553528306,0.0024148108398175474,0.0,0.0,0.0024148108398175474,0.0,0.0,0.0010732492621411322,0.0016098738932116983,0.0,0.0,0.00348806010195868,0.00026831231553528306,0.0010732492621411322,0.0016098738932116983
8,0.0,0.0015748031496062992,0.006299212598425197,0.0,0.0,0.0,0.007874015748031496,0.0,0.0031496062992125984,0.0,0.006299212598425197,0.0031496062992125984,0.0,0.0,0.0,0.0,0.0,0.0031496062992125984,0.0015748031496062992,0.0,0.0,0.0015748031496062992,0.004724409448818898,0.004724409448818898,0.0015748031496062992,0.0031496062992125984,0.0,0.0015748031496062992,0.0,0.0015748031496062992,0.0015748031496062992,0.0015748031496062992,0.0,0.0031496062992125984,0.0015748031496062992,0.0,0.007874015748031496,0.0015748031496062992,0.0,0.01732283464566929,0.0015748031496062992,0.007874015748031496,0.0,0.0031496062992125984,0.0,0.0,0.0,0.0015748031496062992,0.0,0.0015748031496062992,0.0031496062992125984,0.011023622047244094,0.0015748031496062992,0.0,0.0015748031496062992,0.006299212598425197,0.0015748031496062992,0.0,0.0,0.0015748031496062992,0.0,0.0,0.0,0.0,0.0015748031496062992,0.0031496062992125984,0.0,0.007874015748031496,0.0031496062992125984,0.0,0.0,0.004724409448818898,0.0031496062992125984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015748031496062992,0.0,0.0031496062992125984,0.0,0.0015748031496062992,0.0,0.0,0.0031496062992125984,0.0,0.0,0.004724409448818898,0.0,0.0,0.0,0.0,0.0,0.0,0.0015748031496062992,0.004724409448818898,0.0,0.0031496062992125984,0.006299212598425197,0.0,0.0,0.0015748031496062992,0.0031496062992125984,0.0,0.0,0.0,0.0,0.0,0.004724409448818898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015748031496062992,0.0015748031496062992,0.0031496062992125984,0.0,0.0015748031496062992,0.0,0.0,0.004724409448818898,0.006299212598425197,0.0015748031496062992,0.0,0.0,0.0,0.0015748031496062992,0.0015748031496062992,0.0015748031496062992,0.0,0.0015748031496062992,0.0,0.0,0.0015748031496062992,0.0,0.0,0.0,0.0015748031496062992,0.0015748031496062992,0.0,0.028346456692913385,0.006299212598425197,0.0015748031496062992,0.0015748031496062992,0.0,0.0,0.0,0.0015748031496062992,0.0,0.0015748031496062992,0.0015748031496062992,0.0,0.0031496062992125984,0.0031496062992125984,0.0,0.0,0.0015748031496062992,0.0015748031496062992,0.0,0.0,0.0,0.0,0.0,0.0031496062992125984,0.0,0.0015748031496062992,0.0031496062992125984,0.0,0.0,0.0015748031496062992,0.0015748031496062992,0.0015748031496062992,0.0015748031496062992,0.0031496062992125984,0.0031496062992125984,0.0015748031496062992,0.0,0.0,0.004724409448818898,0.0,0.0,0.0,0.0,0.0,0.0015748031496062992,0.0031496062992125984,0.0,0.0031496062992125984,0.0031496062992125984,0.0015748031496062992,0.0015748031496062992,0.0
9,0.0,0.0,0.019955654101995565,0.0,0.0,0.0011086474501108647,0.0011086474501108647,0.0,0.0,0.0,0.0066518847006651885,0.0,0.0,0.0,0.0022172949002217295,0.0,0.005543237250554324,0.018847006651884702,0.0033259423503325942,0.0,0.0011086474501108647,0.0011086474501108647,0.0022172949002217295,0.0033259423503325942,0.0011086474501108647,0.0,0.0,0.0,0.0,0.0,0.0033259423503325942,0.0022172949002217295,0.0,0.0022172949002217295,0.004434589800443459,0.0,0.004434589800443459,0.0011086474501108647,0.0011086474501108647,0.0033259423503325942,0.0011086474501108647,0.0011086474501108647,0.0,0.0066518847006651885,0.0,0.0,0.0,0.0011086474501108647,0.0,0.004434589800443459,0.0011086474501108647,0.005543237250554324,0.0066518847006651885,0.0,0.0,0.0011086474501108647,0.0011086474501108647,0.0,0.0011086474501108647,0.0011086474501108647,0.0011086474501108647,0.0,0.0011086474501108647,0.0,0.0033259423503325942,0.0,0.0011086474501108647,0.005543237250554324,0.0011086474501108647,0.0,0.004434589800443459,0.009977827050997782,0.0033259423503325942,0.0,0.0011086474501108647,0.0,0.0022172949002217295,0.0,0.0,0.0,0.0022172949002217295,0.0,0.0011086474501108647,0.0011086474501108647,0.0,0.0011086474501108647,0.012195121951219513,0.0022172949002217295,0.0,0.0,0.0066518847006651885,0.0,0.0,0.0,0.0,0.0033259423503325942,0.0033259423503325942,0.0022172949002217295,0.0022172949002217295,0.0,0.0022172949002217295,0.0011086474501108647,0.0,0.0,0.0022172949002217295,0.0,0.008869179600886918,0.0033259423503325942,0.0,0.0,0.0,0.0011086474501108647,0.0,0.0011086474501108647,0.0,0.0,0.0033259423503325942,0.0033259423503325942,0.0011086474501108647,0.0011086474501108647,0.0,0.0011086474501108647,0.0,0.0,0.0,0.004434589800443459,0.0022172949002217295,0.0022172949002217295,0.0011086474501108647,0.0011086474501108647,0.004434589800443459,0.0,0.004434589800443459,0.0,0.0,0.0011086474501108647,0.0022172949002217295,0.0,0.0011086474501108647,0.005543237250554324,0.0011086474501108647,0.0,0.0,0.0,0.0,0.004434589800443459,0.0,0.0022172949002217295,0.0,0.008869179600886918,0.0011086474501108647,0.0,0.0,0.0,0.0033259423503325942,0.0,0.0,0.0011086474501108647,0.0,0.0011086474501108647,0.0011086474501108647,0.0,0.0,0.0,0.0022172949002217295,0.0,0.0,0.0022172949002217295,0.0011086474501108647,0.0022172949002217295,0.0,0.0,0.0011086474501108647,0.0022172949002217295,0.0011086474501108647,0.0,0.0011086474501108647,0.004434589800443459,0.004434589800443459,0.0011086474501108647,0.0,0.0,0.005543237250554324,0.0022172949002217295,0.0011086474501108647,0.0,0.0,0.0,0.0,0.0033259423503325942,0.0,0.0,0.0,0.0011086474501108647,0.0,0.0011086474501108647,0.0,0.0011086474501108647,0.0011086474501108647,0.0011086474501108647
